Date,Sensor
2022-12-12 17:28:27,0.04
2022-12-12 17:28:33,0.04
2022-12-12 17:28:37,0.04
2022-12-12 17:28:40,0.04
2022-12-12 17:28:43,0.04
2022-12-12 17:28:51,0.04
2022-12-12 17:28:54,0.04
2022-12-12 17:28:59,0.04
2022-12-12 17:29:04,0.04
2022-12-12 17:29:12,0.77
2022-12-12 17:29:18,2.08
2022-12-12 17:29:24,3.38
2022-12-12 17:29:27,4.03
2022-12-12 17:29:30,4.69
2022-12-12 17:29:40,6.86
2022-12-12 17:29:43,7.51
2022-12-12 17:29:47,8.09
2022-12-12 17:29:49,8.30
2022-12-12 17:29:57,8.30
2022-12-12 17:30:01,8.30
2022-12-12 17:30:04,8.30
2022-12-12 17:30:09,8.30
2022-12-12 17:30:11,8.30
2022-12-12 17:30:15,8.30
2022-12-12 17:30:19,8.30
2022-12-12 17:30:27,8.30
2022-12-12 17:30:31,8.30
2022-12-12 17:30:38,8.30
2022-12-12 17:30:42,8.30
2022-12-12 17:30:45,8.30
2022-12-12 17:30:49,8.30
2022-12-12 17:30:55,8.30
2022-12-12 17:30:59,8.30
2022-12-12 17:31:03,8.30
2022-12-12 17:31:08,8.30
2022-12-12 17:31:17,8.30
2022-12-12 17:31:19,8.30
2022-12-12 17:31:23,8.30
2022-12-12 17:31:34,8.30
2022-12-12 17:31:38,8.30
2022-12-12 17:31:43,8.30
2022-12-12 17:31:49,8.30
2022-12-12 17:31:51,8.30
2022-12-12 17:31:56,8.30
2022-12-12 17:32:00,8.30
2022-12-12 17:32:03,8.30
2022-12-12 17:32:06,8.30
2022-12-12 17:32:10,8.30
2022-12-12 17:32:18,8.30
2022-12-12 17:32:22,8.30
2022-12-12 17:32:25,8.30
2022-12-12 17:32:31,8.30
2022-12-12 17:32:39,8.30
2022-12-12 17:32:43,8.30
2022-12-12 17:32:48,8.30
2022-12-12 17:32:53,8.30
2022-12-12 17:32:56,8.30
2022-12-12 17:32:58,8.30
2022-12-12 17:33:07,8.30
2022-12-12 17:33:10,8.30
2022-12-12 17:33:19,8.30
2022-12-12 17:33:27,8.30
2022-12-12 17:33:29,8.30
2022-12-12 17:33:32,8.30
2022-12-12 17:33:35,8.30
2022-12-12 17:33:39,8.30
2022-12-12 17:33:42,8.30
2022-12-12 17:33:45,8.30
2022-12-12 17:33:50,8.30
2022-12-12 17:34:06,8.30
2022-12-12 17:34:25,8.30
2022-12-12 17:34:29,8.30
2022-12-12 17:34:35,8.30
2022-12-12 17:34:42,8.30
2022-12-12 17:34:45,8.30
2022-12-12 17:34:49,8.30
2022-12-12 17:34:56,8.30
2022-12-12 17:35:00,8.30
