Date,Sensor
2022-12-12 17:28:31,0.04
2022-12-12 17:28:34,0.04
2022-12-12 17:28:38,0.04
2022-12-12 17:28:41,0.04
2022-12-12 17:28:45,0.04
2022-12-12 17:28:47,0.04
2022-12-12 17:28:50,0.04
2022-12-12 17:28:53,0.04
2022-12-12 17:28:56,0.04
2022-12-12 17:29:00,0.04
2022-12-12 17:29:03,0.04
2022-12-12 17:29:06,0.04
2022-12-12 17:29:09,0.12
2022-12-12 17:29:11,0.55
2022-12-12 17:29:17,1.86
2022-12-12 17:29:20,2.51
2022-12-12 17:29:23,3.16
2022-12-12 17:29:26,3.82
2022-12-12 17:29:31,4.90
2022-12-12 17:29:34,5.56
2022-12-12 17:29:36,5.99
2022-12-12 17:29:39,6.64
2022-12-12 17:29:44,7.73
2022-12-12 17:29:50,8.30
2022-12-12 17:29:53,8.30
2022-12-12 17:29:56,8.30
2022-12-12 17:29:59,8.30
2022-12-12 17:30:03,8.30
2022-12-12 17:30:06,8.30
2022-12-12 17:30:10,8.30
2022-12-12 17:30:17,8.30
2022-12-12 17:30:21,8.30
2022-12-12 17:30:24,8.30
2022-12-12 17:30:26,8.30
2022-12-12 17:30:30,8.30
2022-12-12 17:30:33,8.30
2022-12-12 17:30:36,8.30
2022-12-12 17:30:39,8.30
2022-12-12 17:30:44,8.30
2022-12-12 17:30:48,8.30
2022-12-12 17:30:54,8.30
2022-12-12 17:30:57,8.30
2022-12-12 17:31:01,8.30
2022-12-12 17:31:04,8.30
2022-12-12 17:31:07,8.30
2022-12-12 17:31:11,8.30
2022-12-12 17:31:13,8.30
2022-12-12 17:31:13,8.30
2022-12-12 17:31:14,8.30
2022-12-12 17:31:15,8.30
2022-12-12 17:31:16,8.30
2022-12-12 17:31:22,8.30
2022-12-12 17:31:25,8.30
2022-12-12 17:31:27,8.30
2022-12-12 17:31:30,8.30
2022-12-12 17:31:33,8.30
2022-12-12 17:31:36,8.30
2022-12-12 17:31:39,8.30
2022-12-12 17:31:42,8.30
2022-12-12 17:31:45,8.30
2022-12-12 17:31:48,8.30
2022-12-12 17:31:53,8.30
2022-12-12 17:31:55,8.30
2022-12-12 17:31:59,8.30
2022-12-12 17:32:01,8.30
2022-12-12 17:32:04,8.30
2022-12-12 17:32:12,8.30
2022-12-12 17:32:15,8.30
2022-12-12 17:32:19,8.30
2022-12-12 17:32:23,8.30
2022-12-12 17:32:27,8.30
2022-12-12 17:32:29,8.30
2022-12-12 17:32:33,8.30
2022-12-12 17:32:36,8.30
2022-12-12 17:32:38,8.30
2022-12-12 17:32:44,8.30
2022-12-12 17:32:47,8.30
2022-12-12 17:32:50,8.30
2022-12-12 17:32:55,8.30
2022-12-12 17:32:59,8.30
2022-12-12 17:33:03,8.30
2022-12-12 17:33:06,8.30
2022-12-12 17:33:08,8.30
2022-12-12 17:33:11,8.30
2022-12-12 17:33:17,8.30
2022-12-12 17:33:20,8.30
2022-12-12 17:33:22,8.30
2022-12-12 17:33:25,8.30
2022-12-12 17:33:28,8.30
2022-12-12 17:33:33,8.30
2022-12-12 17:33:37,8.30
2022-12-12 17:33:41,8.30
2022-12-12 17:33:46,8.30
2022-12-12 17:33:54,8.30
2022-12-12 17:33:57,8.30
2022-12-12 17:34:01,8.30
2022-12-12 17:34:03,8.30
2022-12-12 17:34:07,8.30
2022-12-12 17:34:12,8.30
2022-12-12 17:34:12,8.30
2022-12-12 17:34:14,8.30
2022-12-12 17:34:16,8.30
2022-12-12 17:34:22,8.30
2022-12-12 17:34:28,8.30
2022-12-12 17:34:31,8.30
2022-12-12 17:34:34,8.30
2022-12-12 17:34:42,8.30
2022-12-12 17:34:47,8.30
2022-12-12 17:34:51,8.30
2022-12-12 17:34:59,8.30
2022-12-12 17:35:01,8.30
2022-12-12 17:35:15,8.30
2022-12-12 17:35:18,8.30
2022-12-12 17:35:20,8.30
2022-12-12 17:35:23,8.30
2022-12-12 17:35:26,8.30
2022-12-12 17:35:29,8.30
2022-12-12 17:35:35,8.30
2022-12-12 17:35:46,8.30
2022-12-12 17:35:51,8.30
2022-12-12 17:35:56,8.30
2022-12-12 17:36:00,8.30
2022-12-12 17:36:02,8.30
2022-12-12 17:36:06,8.30
2022-12-12 17:36:10,8.30
2022-12-12 17:36:16,8.30
2022-12-12 17:36:20,8.30
2022-12-12 17:36:22,8.30
2022-12-12 17:36:25,8.30
2022-12-12 17:36:29,8.30
2022-12-12 17:36:33,8.30
2022-12-12 17:36:39,8.30
2022-12-12 17:36:43,8.30
2022-12-12 17:36:47,8.30
2022-12-12 17:36:50,8.30
2022-12-12 17:36:56,8.30
2022-12-12 17:36:59,8.30
2022-12-12 17:37:04,8.30
2022-12-12 17:37:06,8.30
2022-12-12 17:37:16,8.30
2022-12-12 17:37:19,8.30
2022-12-12 17:37:21,8.30
2022-12-12 17:37:24,8.30
2022-12-12 17:37:27,8.30
2022-12-12 17:37:30,8.30
2022-12-12 17:37:34,8.30
2022-12-12 17:37:36,8.30
2022-12-12 17:37:42,8.30
2022-12-12 17:37:46,8.30
2022-12-12 17:37:50,8.30
2022-12-12 17:37:54,8.30
2022-12-12 17:37:57,8.30
2022-12-12 17:38:00,8.30
2022-12-12 17:38:07,8.30
2022-12-12 17:38:10,8.30
2022-12-12 17:38:12,8.30
2022-12-12 17:38:16,8.30
2022-12-12 17:38:19,8.30
2022-12-12 17:38:22,8.30
2022-12-12 17:38:25,8.30
2022-12-12 17:38:27,8.30
2022-12-12 17:38:30,8.30
2022-12-12 17:38:32,8.30
2022-12-12 17:38:37,8.30
2022-12-12 17:38:42,8.30
2022-12-12 17:38:48,8.30
2022-12-12 17:38:50,8.30
2022-12-12 17:38:52,8.30
2022-12-12 17:38:57,8.30
2022-12-12 17:39:00,8.30
2022-12-12 17:39:03,8.30
2022-12-12 17:39:05,8.30
2022-12-12 17:39:09,8.30
2022-12-12 17:39:15,8.30
2022-12-12 17:39:17,8.30
2022-12-12 17:39:20,8.30
2022-12-12 17:39:25,8.30
2022-12-12 17:39:29,8.30
2022-12-12 17:39:32,8.30
2022-12-12 17:39:34,8.30
2022-12-12 17:39:41,8.30
2022-12-12 17:39:49,8.30
2022-12-12 17:39:52,8.30
2022-12-12 17:39:57,8.30
2022-12-12 17:40:05,8.30
2022-12-12 17:40:14,8.30
2022-12-12 17:40:19,8.30
2022-12-12 17:40:22,8.30
2022-12-12 17:40:25,8.30
2022-12-12 17:40:28,8.30
2022-12-12 17:40:33,8.30
2022-12-12 17:40:35,8.30
2022-12-12 17:40:37,8.30
2022-12-12 17:40:44,8.30
2022-12-12 17:40:48,8.30
2022-12-12 17:40:51,8.30
2022-12-12 17:40:57,8.30
2022-12-12 17:41:00,8.30
2022-12-12 17:41:02,8.30
2022-12-12 17:41:06,8.30
2022-12-12 17:41:09,8.30
2022-12-12 17:41:13,8.30
2022-12-12 17:41:17,8.30
2022-12-12 17:41:20,8.30
2022-12-12 17:41:24,8.30
2022-12-12 17:41:28,8.30
2022-12-12 17:41:32,8.30
2022-12-12 17:41:37,8.30
2022-12-12 17:41:41,8.30
2022-12-12 17:41:48,8.30
2022-12-12 17:41:51,8.30
2022-12-12 17:41:55,8.30
2022-12-12 17:42:00,8.30
2022-12-12 17:42:04,8.30
2022-12-12 17:42:08,8.30
2022-12-12 17:42:18,8.30
2022-12-12 17:42:24,8.30
2022-12-12 17:42:35,8.30
2022-12-12 17:42:38,8.30
2022-12-12 17:42:43,8.30
2022-12-12 17:42:46,8.30
2022-12-12 17:42:51,8.30
2022-12-12 17:42:53,8.30
2022-12-12 17:42:56,8.30
2022-12-12 17:42:58,8.30
2022-12-12 17:42:59,8.30
2022-12-12 17:43:01,8.30
2022-12-12 17:43:05,8.30
2022-12-12 17:43:08,8.30
2022-12-12 17:43:12,8.30
2022-12-12 17:43:14,8.30
2022-12-12 17:43:14,8.30
2022-12-12 17:43:19,8.30
2022-12-12 17:43:22,8.30
2022-12-12 17:43:31,8.30
2022-12-12 17:43:35,8.30
2022-12-12 17:43:40,8.30
2022-12-12 17:43:43,8.30
2022-12-12 17:43:50,8.30
2022-12-12 17:43:54,8.30
2022-12-12 17:43:57,8.30
2022-12-12 17:44:01,8.30
2022-12-12 17:44:04,8.30
2022-12-12 17:44:12,8.30
2022-12-12 17:44:14,8.30
2022-12-12 17:44:14,8.30
2022-12-12 17:44:15,8.30
2022-12-12 17:44:17,8.30
2022-12-12 17:44:21,8.30
2022-12-12 17:44:23,8.30
2022-12-12 17:44:27,8.30
2022-12-12 17:44:30,8.30
2022-12-12 17:44:33,8.30
2022-12-12 17:44:36,8.30
2022-12-12 17:44:39,8.30
2022-12-12 17:44:43,8.30
2022-12-12 17:44:48,8.30
2022-12-12 17:44:51,8.30
2022-12-12 17:44:55,8.30
2022-12-12 17:44:59,8.30
2022-12-12 17:45:04,8.30
2022-12-12 17:45:07,8.30
2022-12-12 17:45:13,8.30
2022-12-12 17:45:18,8.30
2022-12-12 17:45:21,8.30
2022-12-12 17:45:25,8.30
2022-12-12 17:45:27,8.30
2022-12-12 17:45:29,8.30
2022-12-12 17:45:34,8.30
2022-12-12 17:45:37,8.30
2022-12-12 17:45:43,8.30
2022-12-12 17:45:46,8.30
2022-12-12 17:45:52,8.30
2022-12-12 17:45:54,8.30
2022-12-12 17:45:58,8.30
2022-12-12 17:46:03,8.30
2022-12-12 17:46:10,8.30
2022-12-12 17:46:21,8.30
2022-12-12 17:46:24,8.30
2022-12-12 17:46:28,8.30
2022-12-12 17:46:32,8.30
2022-12-12 17:46:35,8.30
2022-12-12 17:46:38,8.30
2022-12-12 17:46:41,8.30
2022-12-12 17:46:52,8.30
2022-12-12 17:46:56,8.30
2022-12-12 17:47:00,8.30
2022-12-12 17:47:04,8.30
2022-12-12 17:47:09,8.30
2022-12-12 17:47:15,8.30
2022-12-12 17:47:18,8.30
2022-12-12 17:47:21,8.30
2022-12-12 17:47:29,8.30
2022-12-12 17:47:31,8.30
2022-12-12 17:47:33,8.30
2022-12-12 17:47:46,8.30
2022-12-12 17:47:51,8.30
